Document,Invoice Date,Customer,fStyle#,Yds_ordered,UOM,Unit Price,Line Price,1st Invoice,Sales Rep,Commission,Selling Co,PO#
S2503287,03-21-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $231.18 ,INV0009053,Julia Dibrell,,CT,L8309-052
S2503296,03-21-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.05 ,INV0009055,Julia Dibrell,,CT,L8314-040
S2503294,03-21-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $230.04 ,INV0009055,Julia Dibrell,,CT,L8314-040
S2503311,03-21-25,Prana Sleep,C1B4544-1,413,yds, $13.25 ," $5,474.90 ",INV0009058,Camilla Franklin,,CT,240-007
S2503290,03-21-25,SEALY INC,CT2155-1,492,yds, $1.61 , $792.12 ,INV0009054,House,,CT,415-289926-1
S2503308,03-21-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.24 ,INV0009057,Julia Dibrell,,CT,L8307-061
S2503319,03-24-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.09 ,INV0009068,Julia Dibrell,,CT,L8308-112
S2503318,03-24-25,Serta Simmons Bedding Company,50000173,61,yds, $3.66 , $222.16 ,INV0009068,Julia Dibrell,,CT,L8308-112
S2503320,03-24-25,Serta Simmons Bedding Company,70005413,41,yds, $5.69 , $232.15 ,INV0009068,Julia Dibrell,,CT,L8308-112
S2503313,03-24-25,Serta Simmons Bedding Company,50000173,121,yds, $3.66 , $442.13 ,INV0009067,Julia Dibrell,,CT,L8269-042
S2503316,03-24-25,JEFFCO FIBRES INC,CT4183-BLR,195,yds, $6.75 ," $1,316.25 ",INV0009066,Julia Dibrell,,CT,2034353
S2501299,03-24-25,JEFFCO FIBRES INC,C1B4166-1GOTS,492,yds, $11.25 ," $5,529.38 ",INV0009065,Julia Dibrell,,CT,2033789
S2503314,03-24-25,JEFFCO FIBRES INC,CT22150-1,2043,yds, $3.90 ," $7,967.70 ",INV0009065,Julia Dibrell,,CT,2034354
S2503312,03-24-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.64 ,INV0009067,Julia Dibrell,,CT,L8269-042
S2503317,03-24-25,Serta Simmons Bedding Company,50000183,50,yds, $5.48 , $275.64 ,INV0009068,Julia Dibrell,,CT,L8308-112
S2503330,03-25-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $226.05 ,INV0009071,Julia Dibrell,,CT,L8265-046
S2503329,03-25-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.05 ,INV0009072,Julia Dibrell,,CT,L8307-062
S2503327,03-25-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $227.54 ,INV0009070,Julia Dibrell,,CT,L8306-040
S2503322,03-25-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $234.58 ,INV0009074,Julia Dibrell,,CT,L8309-053
S2503321,03-25-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $230.61 ,INV0009074,Julia Dibrell,,CT,L8309-053
S2503328,03-25-25,Serta Simmons Bedding Company,70005413,245,yds, $5.69 ," $1,391.20 ",INV0009073,Julia Dibrell,,CT,L8308-113
S2503326,03-25-25,Serta Simmons Bedding Company,70005413,1070,yds, $5.69 ," $6,086.02 ",INV0009070,Julia Dibrell,,CT,L8306-040
S2502217,03-26-25,SALT LAKE MATTRESS AND MFG (Serta),CEE4627-1,308,yds, $7.90 ," $2,434.78 ",INV0009079,Camilla Franklin,,CT,21983
S2503333,03-26-25,SEALY INC,CT2155-1,477,yds, $1.61 , $767.97 ,INV0009080,House,,CT,415-291062-1
S2503348,03-26-25,Paramount Industrial Co Inc,CT2155-1NYL,150,yds, $0.00 , $0.00 ,INV0009081,Camilla Franklin,,CT,SAMPLE
S2503347,03-26-25,Paramount Industrial Co Inc,CT3018-1,102,yds, $7.98 , $814.76 ,INV0009081,Camilla Franklin,,CT,B715-002
S2503334,03-26-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.59 ,INV0009078,Julia Dibrell,,CT,L8262-044
S2503345,03-26-25,Paramount Industrial Co Inc,C1B3195-1,212,yds, $11.04 ," $2,342.69 ",INV0009081,Camilla Franklin,,CT,B712-002
S2503346,03-26-25,Paramount Industrial Co Inc,CT2155-1,537,yds, $1.33 , $714.21 ,INV0009081,Camilla Franklin,,CT,40605
S2503350,03-27-25,Serta Simmons Bedding Company,50000183,47,yds, $5.48 , $257.56 ,INV0009092,Julia Dibrell,,CT,L8262-045
S2503358,03-27-25,Serta Simmons Bedding Company,50000173,55,yds, $3.66 , $199.84 ,INV0009093,Julia Dibrell,,CT,L8308-115
S2503297,03-27-25,Southerland Inc,CT2266-TT1,360,yds, $9.00 ," $3,240.00 ",INV0009088,Julia Dibrell,,CT,1001886
S2503360,03-27-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.59 ,INV0009094,Julia Dibrell,,CT,L8359-028
S2503364,03-27-25,Southerland Inc,C1B3472-1,47,yds, $15.76 , $739.14 ,INV0009095,Julia Dibrell,,CT,1002047
S2503355,03-27-25,Serta Simmons Bedding Company,700094133,61,yds, $3.50 , $211.75 ,INV0009093,Julia Dibrell,,CT,L8308-115
S2503359,03-27-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.59 ,INV0009093,Julia Dibrell,,CT,L8308-115
S2503356,03-27-25,Serta Simmons Bedding Company,50000174,86,yds, $4.07 , $351.65 ,INV0009093,Julia Dibrell,,CT,L8308-115
S2503354,03-27-25,Southerland Inc,C1B3912-1FS,217,yds, $13.50 ," $2,924.10 ",INV0009088,Julia Dibrell,,CT,1002032
S2503352,03-27-25,Southerland Inc,C1B3472-1,102,yds, $15.76 ," $1,601.22 ",INV0009088,Julia Dibrell,,CT,1002032
S2503342,03-27-25,Serta Simmons Bedding Company,70005413,87,yds, $5.69 , $497.31 ,INV0009090,Julia Dibrell,,CT,L8308-114
S2503332,03-27-25,Southerland Inc,CT2155-1,1105,yds, $1.33 ," $1,469.65 ",INV0009089,Julia Dibrell,,CT,1001967
S2503331,03-27-25,Southerland Inc,C1B3402-1,91,yds, $14.97 ," $1,368.26 ",INV0009089,Julia Dibrell,,CT,1001967
S2503343,03-27-25,Serta Simmons Bedding Company,50000174,64,yds, $4.07 , $260.48 ,INV0009090,Julia Dibrell,,CT,L8308-114
S2503357,03-27-25,Serta Simmons Bedding Company,70005413,41,yds, $5.69 , $233.29 ,INV0009093,Julia Dibrell,,CT,L8308-115
S2503353,03-27-25,Southerland Inc,CT2266-TT1,355,yds, $9.00 ," $3,191.40 ",INV0009088,Julia Dibrell,,CT,1002032
S2503365,03-27-25,Southerland Inc,C1B3299-1,61,yds, $12.59 , $765.47 ,INV0009095,Julia Dibrell,,CT,1002047
S2503363,03-27-25,Southerland Inc,CT2155-1,907,yds, $1.33 ," $1,206.31 ",INV0009095,Julia Dibrell,,CT,1002047
S2503341,03-27-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $230.61 ,INV0009090,Julia Dibrell,,CT,L8308-114
S2503340,03-27-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009090,Julia Dibrell,,CT,L8308-114
S2503349,03-27-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.09 ,INV0009091,Julia Dibrell,,CT,L8263-022
S2503373,03-28-25,Serta Simmons Bedding Company,50000174,59,yds, $4.07 , $240.54 ,INV0009103,Julia Dibrell,,CT,L8308-116
S2503371,03-28-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.31 ,INV0009103,Julia Dibrell,,CT,L8308-116
S2503372,03-28-25,Serta Simmons Bedding Company,70005413,80,yds, $5.69 , $455.77 ,INV0009103,Julia Dibrell,,CT,L8308-116
S2503369,03-28-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.47 ,INV0009104,Julia Dibrell,,CT,L8348-048
S2503344,03-28-25,Moonlight Slumber,CT2819-1,444,yds, $7.55 ," $3,354.47 ",INV0009105,House,,CT,P12242
S2503292,03-28-25,SEALY INC,CT2155-1,6408,yds, $1.33 ," $8,522.64 ",INV0009098,House,,CT,610-065077-1
S2503366,03-28-25,Pleasant Mattress Inc.,C1B4014-1,122,yds, $10.45 ," $1,274.90 ",INV0009102,Camilla Franklin,,CT,151088
S2503367,03-28-25,Pleasant Mattress Inc.,CT3085-1FI,47,yds, $5.28 , $247.10 ,INV0009102,Camilla Franklin,,CT,151088
S2503375,03-31-25,SEALY INC,CT2155-1,498,yds, $1.61 , $801.78 ,INV0009107,House,,CT,415-292068-1
S2503374,03-31-25,Serta Mattress Co,50000183,82,yds, $5.48 , $447.17 ,INV0009111,Julia Dibrell,,CT,61827
S2503378,03-31-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009110,Julia Dibrell,,CT,L8346-031
S2503379,03-31-25,Serta Simmons Bedding Company,700094133,124,yds, $3.50 , $432.25 ,INV0009109,Julia Dibrell,,CT,L8265-047
S2503380,03-31-25,Serta Simmons Bedding Company,700094134,123,yds, $3.85 , $472.78 ,INV0009109,Julia Dibrell,,CT,L8265-047
S2503370,03-31-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $278.93 ,INV0009108,Julia Dibrell,,CT,L8462-039
S2504014,04-01-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $203.59 ,INV0009131,Julia Dibrell,,CT,L8359-028
S2503402,04-01-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009117,Julia Dibrell,,CT,L8306-041
S2503382,04-01-25,Serta Simmons Bedding Company,50000175,83,yds, $5.68 , $473.71 ,INV0009116,Julia Dibrell,,CT,L8269-043
S2503386,04-01-25,Serta Simmons Bedding Company,50000176,38,yds, $5.68 , $217.54 ,INV0009118,Julia Dibrell,,CT,L8309-054
S2503405,04-01-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $232.93 ,INV0009114,Julia Dibrell,,CT,L8307-063
S2503388,04-01-25,Serta Simmons Bedding Company,50000183,50,yds, $5.48 , $275.64 ,INV0009118,Julia Dibrell,,CT,L8309-054
S2503407,04-01-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $227.05 ,INV0009113,Julia Dibrell,,CT,L8265-048
S2503408,04-01-25,Serta Simmons Bedding Company,50000174,59,yds, $4.07 , $239.32 ,INV0009113,Julia Dibrell,,CT,L8265-048
S2503387,04-01-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009118,Julia Dibrell,,CT,L8309-054
S2503384,04-01-25,Serta Simmons Bedding Company,700094133,63,yds, $3.50 , $219.80 ,INV0009116,Julia Dibrell,,CT,L8269-043
S2503250,04-01-25,SEALY INC,CT2155-1,13696,yds, $1.61 ," $22,050.56 ",INV0009119,House,,CT,605-036574-1
S2503404,04-01-25,Serta Simmons Bedding Company,50000173,60,yds, $3.66 , $220.33 ,INV0009114,Julia Dibrell,,CT,L8307-063
S2503389,04-01-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009118,Julia Dibrell,,CT,L8309-054
S2503390,04-01-25,Serta Simmons Bedding Company,70005413,84,yds, $5.69 , $476.25 ,INV0009115,Julia Dibrell,,CT,L8308-117
S2503391,04-01-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009115,Julia Dibrell,,CT,L8308-117
S2503403,04-01-25,Serta Simmons Bedding Company,70005413,504,yds, $5.69 ," $2,864.91 ",INV0009117,Julia Dibrell,,CT,L8306-041
S2503406,04-01-25,Serta Simmons Bedding Company,700094133,61,yds, $3.50 , $212.10 ,INV0009114,Julia Dibrell,,CT,L8307-063
S2503383,04-01-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009116,Julia Dibrell,,CT,L8269-043
S2504019,04-02-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.46 ,INV0009129,Julia Dibrell,,CT,L8308-118
S2504017,04-02-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $231.74 ,INV0009129,Julia Dibrell,,CT,L8308-118
S2504012,04-02-25,SALT LAKE MATTRESS AND MFG (Serta),50000183,40,yds, $5.48 , $220.84 ,INV0009130,House,,CT,22117
S2504011,04-02-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4014-1,30,yds, $9.95 , $300.49 ,INV0009130,House,,CT,22117
S2504013,04-02-25,SALT LAKE MATTRESS AND MFG (Serta),C1B2946-2CZ35,53,yds, $9.16 , $483.65 ,INV0009130,House,,CT,22117
S2504004,04-02-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,269,yds, $13.25 ," $3,557.62 ",INV0009126,Camilla Franklin,,CT,25-00063
S2504005,04-02-25,Upper Midwest Sleep LLC,CEE3837-1,305,yds, $14.25 ," $4,340.55 ",INV0009126,Camilla Franklin,,CT,25-00063
S2504002,04-02-25,Prana Sleep,C1B4544-1,153,yds, $13.25 ," $2,024.60 ",INV0009128,Camilla Franklin,,CT,232-037
S2504018,04-02-25,Serta Simmons Bedding Company,50000173,61,yds, $3.66 , $222.53 ,INV0009129,Julia Dibrell,,CT,L8308-118
S2504052,04-03-25,Serta Simmons Bedding Company,50000182,47,yds, $4.99 , $233.53 ,INV0009140,Julia Dibrell,,CT,L8307-064
S2504009,04-03-25,Serta MD,50000174,155,yds, $3.99 , $617.65 ,INV0009133,Julia Dibrell,,CT,97429
S2504043,04-03-25,Prana Sleep,C1B3987-1,1168,yds, $13.75 ," $16,062.75 ",INV0009139,Camilla Franklin,,CT,232-038
S2504044,04-03-25,Prana Sleep,C1B4544-1,586,yds, $13.25 ," $7,767.15 ",INV0009139,Camilla Franklin,,CT,232-038
S2504035,04-03-25,Sealy Mattress Co of NJ Inc,CT2155-1,498,yds, $1.61 , $801.78 ,INV0009135,House,,CT,444-004208-1
S2504038,04-03-25,HERITAGE SLEEP CONCEPTS LLC,CT2155-1,518,yds, $1.33 , $688.94 ,INV0009138,Camilla Franklin,,CT,25-00139
S2504040,04-03-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.25 ,INV0009136,Julia Dibrell,,CT,L8348-049
S2504041,04-03-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.70 ,INV0009136,Julia Dibrell,,CT,L8348-049
S2504016,04-03-25,BROOKLYN BEDDING,C1B3194-1,561,yds, $3.98 ," $2,230.79 ",INV0009134,Camilla Franklin,,CT,29832
S2504042,04-03-25,Serta Simmons Bedding Company,70009236,61,yds, $5.95 , $364.14 ,INV0009136,Julia Dibrell,,CT,L8348-049
S2504039,04-03-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009136,Julia Dibrell,,CT,L8348-049
S2504037,04-03-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.70 ,INV0009137,Julia Dibrell,,CT,L8262-046
S2504008,04-03-25,Serta MD,50000182,161,yds, $4.99 , $804.89 ,INV0009133,Julia Dibrell,,CT,97429
S2503301,04-03-25,BROOKLYN BEDDING,CEE4638-1CE,662,yds, $9.50 ," $6,290.90 ",INV0009134,Camilla Franklin,,CT,28587
S2504015,04-03-25,BROOKLYN BEDDING,CEE4317-1FI,477,yds, $8.75 ," $4,169.38 ",INV0009134,Camilla Franklin,,CT,29832
S2504010,04-03-25,Serta MD,50000183,153,yds, $5.48 , $835.70 ,INV0009133,Julia Dibrell,,CT,97429
S2504048,04-04-25,Serta Simmons Bedding Company,700094133,84,yds, $3.50 , $294.35 ,INV0009157,Julia Dibrell,,CT,L8346-032
S2504060,04-04-25,Serta Simmons Bedding Company,700094134,46,yds, $3.85 , $178.25 ,INV0009155,Julia Dibrell,,CT,L8462-040
S2504059,04-04-25,Serta Simmons Bedding Company,700094133,50,yds, $3.50 , $176.05 ,INV0009155,Julia Dibrell,,CT,L8462-040
S2504047,04-04-25,SEALY INC,CT2155-1,472,yds, $1.61 , $759.92 ,INV0009154,House,,CT,415-293507-1
S2504051,04-04-25,Serta Simmons Bedding Company,50000182,69,yds, $4.99 , $344.31 ,INV0009156,Julia Dibrell,,CT,L8314-041
S2504050,04-04-25,Serta Simmons Bedding Company,50000176,62,yds, $5.68 , $351.59 ,INV0009156,Julia Dibrell,,CT,L8314-041
S2504065,04-07-25,Serta Simmons Bedding Company,700094134,122,yds, $3.85 , $468.16 ,INV0009165,Julia Dibrell,,CT,L8348-050
S2504067,04-07-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $278.38 ,INV0009165,Julia Dibrell,,CT,L8348-050
S2503293,04-07-25,SEALY INC,CT2155-1,7129,yds, $1.33 ," $9,481.57 ",INV0009161,House,,CT,610-065078-1
S2504066,04-07-25,Serta Simmons Bedding Company,700094133,61,yds, $3.50 , $212.80 ,INV0009165,Julia Dibrell,,CT,L8348-050
S2504078,04-07-25,SEALY INC,CT2155-1,462,yds, $1.61 , $743.82 ,INV0009166,House,,CT,415-293828-1
S2504076,04-07-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.24 ,INV0009164,Julia Dibrell,,CT,L8307-065
S2504075,04-07-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $230.61 ,INV0009164,Julia Dibrell,,CT,L8307-065
S2504098,04-08-25,Prana Sleep,C1B4544-1,816,yds, $13.25 ," $10,812.00 ",INV0009169,Camilla Franklin,,CT,240-008
S2504099,04-08-25,Serta Simmons Bedding Company,50000174,60,yds, $4.07 , $245.42 ,INV0009174,Julia Dibrell,,CT,L8262-047
S2504100,04-08-25,Serta Simmons Bedding Company,700094133,62,yds, $3.50 , $217.00 ,INV0009174,Julia Dibrell,,CT,L8262-047
S2504090,04-08-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.47 ,INV0009173,Julia Dibrell,,CT,L8269-044
S2504101,04-08-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.31 ,INV0009170,Julia Dibrell,,CT,L8307-066
S2504103,04-08-25,KING KOIL MANUFACTURING WEST,CT2155-1,4197,yds, $1.33 ," $5,582.01 ",INV0009175,Camilla Franklin,,CT,27287
S2504102,04-08-25,Serta Simmons Bedding Company,700094133,83,yds, $3.50 , $291.20 ,INV0009170,Julia Dibrell,,CT,L8307-066
S2504095,04-08-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.47 ,INV0009172,Julia Dibrell,,CT,L8346-033
S2504084,04-08-25,JEFFCO FIBRES INC,C1B4312-1,1097,yds, $12.25 ," $13,441.92 ",INV0009163,Julia Dibrell,,CT,2034440
S2504091,04-08-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.47 ,INV0009171,Julia Dibrell,,CT,L8349-041
S2504092,04-08-25,Serta Simmons Bedding Company,50000176,40,yds, $5.68 , $229.47 ,INV0009171,Julia Dibrell,,CT,L8349-041
S2504088,04-08-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.24 ,INV0009173,Julia Dibrell,,CT,L8269-044
S2504083,04-08-25,JEFFCO FIBRES INC,CMR4067-3,1293,yds, $5.80 ," $7,497.08 ",INV0009163,Julia Dibrell,,CT,2034440
S2504093,04-08-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.29 ,INV0009171,Julia Dibrell,,CT,L8349-041
S2504094,04-08-25,Serta Simmons Bedding Company,700094133,63,yds, $3.50 , $220.50 ,INV0009171,Julia Dibrell,,CT,L8349-041
S2504089,04-08-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $201.10 ,INV0009173,Julia Dibrell,,CT,L8269-044
S2504107,04-09-25,Serta Simmons Bedding Company,70005413,1233,yds, $5.69 ," $7,015.77 ",INV0009181,Julia Dibrell,,CT,L8306-042
S2504114,04-09-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $265.30 ,INV0009178,Julia Dibrell,,CT,L8308-119
S2504121,04-09-25,Serta OKC,50000173,118,yds, $5.60 , $661.36 ,INV0009183,Julia Dibrell,,CT,22749
S2504106,04-09-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $261.10 ,INV0009181,Julia Dibrell,,CT,L8306-042
S2504127,04-09-25,Serta Simmons Bedding Company,50000183,61,yds, $5.48 , $332.64 ,INV0009186,Julia Dibrell,,CT,L8308-120
S2504120,04-09-25,Serta OKC,50000174,132,yds, $3.99 , $526.68 ,INV0009183,Julia Dibrell,,CT,22749
S2504113,04-09-25,Serta Simmons Bedding Company,50000173,60,yds, $3.66 , $221.06 ,INV0009178,Julia Dibrell,,CT,L8308-119
S2504128,04-09-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.31 ,INV0009187,Julia Dibrell,,CT,L8265-049
S2504112,04-09-25,Serta Restokraft Mattress Co Inc,50000174,131,yds, $3.99 , $521.89 ,INV0009179,Julia Dibrell,,CT,50386
S2504115,04-09-25,Serta Simmons Bedding Company,70005413,122,yds, $5.69 , $693.04 ,INV0009178,Julia Dibrell,,CT,L8308-119
S2504109,04-09-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.59 ,INV0009180,Julia Dibrell,,CT,L8359-029
S2504064,04-09-25,Southerland Inc,C1B3472-1,76,yds, $15.76 ," $1,196.18 ",INV0009177,Julia Dibrell,,CT,1002274
S2503339,04-09-25,Diamond Mattress,CT2890-2,610,yds, $9.56 ," $5,826.82 ",INV0009188,Camilla Franklin,,CT,B213-302
S2504126,04-09-25,Serta Simmons Bedding Company,70005413,139,yds, $5.69 , $790.91 ,INV0009186,Julia Dibrell,,CT,L8308-120
S2504062,04-09-25,Southerland Inc,C1B3225-1,167,yds, $13.85 ," $2,318.49 ",INV0009177,Julia Dibrell,,CT,1002274
S2504108,04-09-25,Serta Simmons Bedding Company,700094134,70,yds, $3.85 , $268.35 ,INV0009181,Julia Dibrell,,CT,L8306-042
S2504124,04-09-25,Serta Simmons Bedding Company,700094133,71,yds, $3.50 , $247.10 ,INV0009186,Julia Dibrell,,CT,L8308-120
S2504119,04-09-25,Paramount Industrial Co Inc,C1B4014-1,427,yds, $9.95 ," $4,247.65 ",INV0009182,House,,CT,B705-010
S2504116,04-09-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.56 ,INV0009178,Julia Dibrell,,CT,L8308-119
S2504110,04-09-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $223.58 ,INV0009180,Julia Dibrell,,CT,L8359-029
S2504123,04-09-25,Royal Sleep LLC,CT2155-1,514,yds, $1.33 , $683.62 ,INV0009185,Camilla Franklin,,CT,B478-039
S2504117,04-09-25,Serta Simmons Bedding Company,50000174,131,yds, $4.07 , $533.58 ,INV0009178,Julia Dibrell,,CT,L8308-119
S2504125,04-09-25,Serta Simmons Bedding Company,700094134,77,yds, $3.85 , $297.22 ,INV0009186,Julia Dibrell,,CT,L8308-120
S2504133,04-09-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009189,Julia Dibrell,,CT,L8309-055
S2504063,04-09-25,Southerland Inc,C1B3402-1,132,yds, $14.97 ," $1,974.54 ",INV0009177,Julia Dibrell,,CT,1002274
S2504049,04-09-25,Southerland Inc,C1B3402-1,184,yds, $14.97 ," $2,751.49 ",INV0009184,Julia Dibrell,,CT,1002253
S2504111,04-09-25,Serta Restokraft Mattress Co Inc,50000173,78,yds, $3.58 , $279.96 ,INV0009179,Julia Dibrell,,CT,50386
S2504122,04-09-25,Southerland Inc,C1B3199-1,113,yds, $14.99 ," $1,686.38 ",INV0009184,Julia Dibrell,,CT,1002253
S2504139,04-10-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $232.93 ,INV0009195,Julia Dibrell,,CT,L8359-030
S2504134,04-10-25,Serta Simmons Bedding Company,50000175,39,yds, $5.68 , $223.22 ,INV0009192,Julia Dibrell,,CT,L8348-051
S2504140,04-10-25,Serta Simmons Bedding Company,70005413,131,yds, $5.69 , $744.25 ,INV0009194,Julia Dibrell,,CT,L8308-121
S2504135,04-10-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.64 ,INV0009192,Julia Dibrell,,CT,L8348-051
S2504141,04-10-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009193,Julia Dibrell,,CT,L8307-067
S2504158,04-10-25,Southerland Inc,C1B3199-1,25,yds, $14.99 , $370.25 ,INV0009199,Julia Dibrell,,CT,1002253
S2504159,04-10-25,Southerland Inc,C1B3199-1,20,yds, $14.99 , $302.80 ,INV0009199,Julia Dibrell,,CT,1002253
S2504146,04-11-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $278.38 ,INV0009207,Julia Dibrell,,CT,L8309-056
S2504150,04-11-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.29 ,INV0009206,Julia Dibrell,,CT,L8262-048
S2504155,04-11-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009205,Julia Dibrell,,CT,L8314-042
S2504154,04-11-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.29 ,INV0009205,Julia Dibrell,,CT,L8314-042
S2504142,04-11-25,Serta Simmons Bedding Company,700094133,61,yds, $3.50 , $213.50 ,INV0009203,Julia Dibrell,,CT,L8263-023
S2504144,04-11-25,Serta Simmons Bedding Company,700094134,122,yds, $3.85 , $468.16 ,INV0009207,Julia Dibrell,,CT,L8309-056
S2504157,04-11-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $276.74 ,INV0009204,Julia Dibrell,,CT,L8265-050
S2504164,04-11-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $230.61 ,INV0009202,Julia Dibrell,,CT,L8308-122
S2504147,04-11-25,Serta Simmons Bedding Company,700094133,124,yds, $3.50 , $434.00 ,INV0009207,Julia Dibrell,,CT,L8309-056
S2504143,04-11-25,Serta Simmons Bedding Company,700094134,53,yds, $3.85 , $205.20 ,INV0009203,Julia Dibrell,,CT,L8263-023
S2504153,04-11-25,Serta Simmons Bedding Company,50000173,60,yds, $3.66 , $221.06 ,INV0009205,Julia Dibrell,,CT,L8314-042
S2504162,04-11-25,Serta Simmons Bedding Company,70005413,98,yds, $5.69 , $559.33 ,INV0009202,Julia Dibrell,,CT,L8308-122
S2504145,04-11-25,Serta Simmons Bedding Company,50000182,51,yds, $4.99 , $252.49 ,INV0009207,Julia Dibrell,,CT,L8309-056
S2504152,04-11-25,Serta Simmons Bedding Company,50000174,66,yds, $4.07 , $267.40 ,INV0009205,Julia Dibrell,,CT,L8314-042
S2504161,04-11-25,Serta Simmons Bedding Company,50000183,42,yds, $5.48 , $230.16 ,INV0009202,Julia Dibrell,,CT,L8308-122
S2504163,04-11-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $224.55 ,INV0009202,Julia Dibrell,,CT,L8308-122
S2504160,04-11-25,Serta Simmons Bedding Company,50000175,60,yds, $5.68 , $340.80 ,INV0009202,Julia Dibrell,,CT,L8308-122
S2504166,04-14-25,Serta Mattress Co,50000182,90,yds, $4.99 , $450.60 ,INV0009214,Julia Dibrell,,CT,61864
